Date,Open,High,Low,Close,Volume,Adj Close
2015-03-09,4936.080078,4950.470215,4920.819824,4942.439941,1696510000,4942.439941
2015-03-06,4967.240234,4982.930176,4918.629883,4927.370117,1918220000,4927.370117
2015-03-05,4979.950195,4993.52002,4963.100098,4982.810059,1724200000,4982.810059
2015-03-04,4961.240234,4973.319824,4938.899902,4967.140137,1824830000,4967.140137
2015-03-03,4990.700195,4996.660156,4956.069824,4979.899902,2018900000,4979.899902
2015-03-02,4973.430176,5008.569824,4972.009766,5008.100098,1931110000,5008.100098
2015-02-27,4985.029785,4989.25,4960.870117,4963.529785,1955590000,4963.529785
2015-02-26,4969.27002,4989.109863,4955.509766,4987.890137,1905550000,4987.890137
2015-02-25,4960.359863,4984.240234,4956.00,4967.140137,1848560000,4967.140137
2015-02-24,4956.209961,4971.180176,4945.140137,4968.120117,1834890000,4968.120117
2015-02-23,4953.100098,4960.970215,4939.560059,4960.970215,1754850000,4960.970215
2015-02-20,4919.779785,4957.02002,4905.589844,4955.970215,1761140000,4955.970215
2015-02-19,4901.509766,4929.529785,4900.629883,4924.700195,1592890000,4924.700195
2015-02-18,4890.839844,4907.50,4885.600098,4906.359863,1684800000,4906.359863
2015-02-17,4889.990234,4901.890137,4880.640137,4899.27002,1751490000,4899.27002
2015-02-13,4869.72998,4893.839844,4860.120117,4893.839844,1942240000,4893.839844
2015-02-12,4828.080078,4857.609863,4823.569824,4857.609863,2075470000,4857.609863
2015-02-11,4788.370117,4810.359863,4780.129883,4801.180176,1793630000,4801.180176
2015-02-10,4754.629883,4793.27002,4737.120117,4787.640137,1773730000,4787.640137
2015-02-09,4723.72998,4749.470215,4719.609863,4726.009766,1654680000,4726.009766
2015-02-06,4768.839844,4787.180176,4731.220215,4744.399902,2034060000,4744.399902
2015-02-05,4729.649902,4767.379883,4722.799805,4765.100098,2036590000,4765.100098
